,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,51.43789553642273,63.227091550827026,199.39608764648438,1821.076316356659,185.2178111076355,1.1068122386932373,25.396388053894043,0.863457441329956,412.39537620544434,6.112232208251953
