Time,value
00:00:00,1002.3333333333336
00:01:00,931.5
00:02:00,841.8888888888889
00:03:00,704.6
00:04:00,1003.0
00:05:00,782.375
00:06:00,651.5
00:07:00,1010.6666666666666
00:08:00,581.0
00:09:00,867.3
00:10:00,471.6666666666667
00:11:00,865.3333333333335
00:12:00,730.0
00:13:00,772.4444444444445
00:14:00,817.0
00:15:00,657.3333333333333
00:16:00,753.3333333333334
00:17:00,1113.0
00:18:00,910.5
00:19:00,835.0
00:20:00,823.0
00:21:00,714.7142857142857
00:22:00,343.25
00:23:00,917.6666666666666
00:24:00,328.75
00:25:00,872.0
00:26:00,868.1999999999999
00:27:00,982.1428571428572
00:28:00,558.0
00:29:00,678.8888888888889
00:30:00,221.0
00:31:00,632.1428571428571
00:32:00,761.6666666666666
00:33:00,827.875
00:34:00,466.75
00:35:00,908.1428571428572
00:36:00,721.875
00:37:00,652.75
00:38:00,439.3999999999999
00:39:00,626.0
00:40:00,527.0
00:41:00,711.5
00:42:00,822.1666666666666
00:43:00,765.125
00:44:00,660.4
00:45:00,838.25
00:46:00,572.0
00:47:00,865.1
00:48:00,809.1666666666666
00:49:00,794.1428571428571
00:50:00,555.2857142857143
00:51:00,2070.1666666666665
00:52:00,849.375
00:53:00,515.0909090909091
00:54:00,655.1666666666666
00:55:00,869.3
00:56:00,693.25
00:57:00,639.25
00:58:00,705.7272727272727
00:59:00,778.0769230769231
01:00:00,615.8271604938271
01:01:00,782.90625
01:02:00,751.9411764705883
01:03:00,710.7619047619048
01:04:00,599.1034482758621
01:05:00,793.6499999999999
01:06:00,813.5714285714286
01:07:00,550.1666666666666
01:08:00,606.8
01:09:00,896.5
01:10:00,299.1
01:11:00,129.0
01:12:00,365.74285714285713
01:13:00,335.61111111111114
01:14:00,223.09259259259252
01:15:00,381.58181818181816
01:16:00,317.55555555555554
01:17:00,322.5263157894737
01:18:00,272.275
01:19:00,224.6170212765957
01:20:00,144.5079365079365
01:21:00,280.14516129032256
01:22:00,171.04545454545453
01:23:00,138.21951219512195
01:24:00,102.2093023255814
01:25:00,266.46938775510205
01:26:00,195.59375
01:27:00,182.0196078431373
01:28:00,309.67391304347825
01:29:00,158.6
01:30:00,185.53658536585365
01:31:00,325.07142857142856
01:32:00,167.32608695652175
01:33:00,253.21739130434776
01:34:00,303.7692307692307
01:35:00,205.5121951219512
01:36:00,100.12244897959182
01:37:00,364.921568627451
01:38:00,153.2941176470588
01:39:00,223.34
01:40:00,147.0
01:41:00,149.97142857142856
01:42:00,215.51724137931035
01:43:00,94.640625
01:44:00,159.825
01:45:00,103.00970873786407
01:46:00,120.4125
01:47:00,242.8490566037736
01:48:00,210.87272727272727
01:49:00,148.2375
01:50:00,198.22413793103448
01:51:00,320.02941176470586
01:52:00,409.1891891891892
01:53:00,284.037037037037
01:54:00,272.3611111111111
01:55:00,275.0571428571429
01:56:00,371.96153846153845
01:57:00,399.3636363636364
01:58:00,717.217391304348
01:59:00,503.8888888888889
02:00:00,360.1
