,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,79.12686610221863,48.393393754959106,276.5360972881317,2759.215861082077,129.50079488754272,1.2971539497375488,57.46696400642395,2.4911673069000244,539.1457061767578,2.8178622722625732
