,10,20,30,40,50,60
arima,0.11287421862757686,0.11287421862757686,0.11287421862757686,0.11287421862757686,0.11287421862757686,0.11287421862757686
da-rnn,0.21208193560651178,0.21385175193663475,0.22308517662550512,0.21361979296669836,0.22976829967945442,0.2339231409815843
deep-ar,0.0031401501597460783,0.0028704179256662187,0.002512079229044686,0.0023539387499537548,0.002705792575558246,0.003076990039273684
deep-state,0.004429792798610449,0.02594356781353479,0.006643129089459279,0.011754944478608894,0.006011359660384283,0.003835685485074416
lstm,0.2081552510650243,0.05178202270267917,0.17815469627112018,0.19122326066262257,0.1462205909090342,0.11352821314209355
mlp,0.0261932729864766,0.00612480132392037,0.011426173126515804,0.004461266872549853,0.009263707256138554,0.00514348290281753
rf,0.11863021381120488,0.12833947280002403,0.1309402262801696,0.12047705730903718,0.11999970389987573,0.09413854578003236
svr,0.002051291615755292,0.0028090225663503637,0.003173246487203338,0.00443258293237024,0.0018925648308995525,0.002944149756836898
tft,0.0021525111689560234,0.0021525009953137007,0.002152464667742473,0.002152649635570036,0.0021526141037092475,0.0021525183582391805
xgboost,0.1630868877701683,0.1739636331615837,0.174644715781354,0.17457008372154856,0.17393832926831335,0.17479176713631467
