,10,20,30,40,50,60
arima,0.33596758567989393,0.33596758567989393,0.33596758567989393,0.33596758567989393,0.33596758567989393,0.33596758567989393
da-rnn,0.4605235451163293,0.4624410794216218,0.47231893528155855,0.46219021297156254,0.47934152718020834,0.4836560151404966
deep-ar,0.056037042746259175,0.05357628137213536,0.05012064673410237,0.04851740666970726,0.052017233447755044,0.0554706232097106
deep-state,0.06655668860911312,0.16107007112910451,0.08150539300843399,0.10842022172366599,0.07753295854270159,0.061932911162599295
lstm,0.4562403435307144,0.2275566362527781,0.42208375504290635,0.4372908193212185,0.38238801093788777,0.3369394799397861
mlp,0.16184335941420827,0.07826110990728645,0.10689327914567784,0.06679271571473833,0.09624815455965145,0.07171807933023255
rf,0.34442737087984876,0.3582449899161523,0.3618566377450739,0.34709805143365063,0.3464097341297957,0.3068200543967626
svr,0.045291186954586345,0.053000212889670203,0.05633157628899921,0.06657764589087121,0.04350361859546344,0.054260019875013846
tft,0.04639226345811189,0.046389320378080016,0.046395461961256025,0.04639952047050992,0.04639259318382546,0.04639388969422919
xgboost,0.40384017602285227,0.41708947860331325,0.417905151656873,0.41781584905499763,0.41705914360952856,0.4180810533094207
