,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,8.04985761642456,11.711201906204224,200.8118577003479,1760.9886860847473,303.89398884773254,0.6129024028778076,5.053459882736206,0.18731951713562012,413.939297914505,5.956638336181641
