,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,203.81872081756592,31.224024057388306,275.0718593597412,2784.4146094322205,500.5938551425934,1.0564308166503906,12.53189492225647,1.5343616008758545,536.2121503353119,1.9760866165161133
