,10,20,30,40,50,60
arima,0.06431205005951539,0.06431205005951539,0.06431205005951539,0.06431205005951539,0.06431205005951539,0.06431205005951539
da-rnn,0.5394521887284196,0.630946797876494,0.6174266177891076,0.5783408822392506,0.5813643073222713,0.540914433890573
deep-ar,0.013302592224164632,0.015653073943467162,0.013545354266525162,0.013376776451655999,0.013179064968531997,0.013865310636881682
deep-state,0.02332096148317144,0.03159358755015739,0.02293664170972513,0.02710587341862787,0.021590043277844948,0.024726724671660077
lstm,0.048849258073437145,0.10708081504094787,0.07697148765413346,0.07971671622263697,0.06067378601735013,0.06912721778287383
tft,0.012473913284405228,0.012477522100950161,0.012462050597403261,0.012457445268598169,0.012464048628321778,0.012498597378167416
mlp,0.027146971586419988,0.027342693304789716,0.028021101431453768,0.027254268967335654,0.041410510141513916,0.03435080838500592
rf,0.12572979112471974,0.12881975240102775,0.127170856643529,0.13055584263994144,0.12877236649289825,0.13255881478951956
svr,0.014118355557405394,0.030023331733958054,0.015654952809866042,0.020010789249870948,0.022312338074401562,0.02287367822231082
xgboost,0.23576749615784148,0.22909457736130218,0.22771365695114593,0.24135841183777312,0.23574815445061187,0.22306351118202666
