,10,20,30,40,50,60
arima,0.12143194123876436,0.12143194123876436,0.12143194123876436,0.12143194123876436,0.12143194123876436,0.12143194123876436
da-rnn,0.11361705996058102,0.2214663959488926,0.16217854105331334,0.21288939928399325,0.1471947736919614,0.23967633648746908
deep-ar,0.06341546722299962,0.06511641901551357,0.05784621481048284,0.059769753969925614,0.0584240377172509,0.06215263623190702
deep-state,0.06038481323304265,0.06761153760671679,0.08287605432039702,0.0806942956779682,0.0660318022372788,0.05639948974840574
lstm,0.13192898860896643,0.11466550082042952,0.1069107098973378,0.09597168376449929,0.0852631085904158,0.08554511921451283
tft,0.06045074406151186,0.0602947716306607,0.060454884320729235,0.06066296513839938,0.06046386363753955,0.060355950846075944
mlp,0.06327955155110286,0.07659420847119204,0.0875328046266572,0.07261506741322431,0.07322211776044234,0.07771934894844465
rf,0.16436879646714705,0.17993561662294802,0.18890453686052558,0.19052773640175583,0.2093513338014388,0.20167503252033464
svr,0.075346623937238,0.07771023054938074,0.06318172151837873,0.06555407372753239,0.06638676092010748,0.0762203213413233
xgboost,0.1830570760655834,0.18669532190825697,0.2008043662722614,0.1971945093994138,0.19896194786892488,0.20193155828906525
