,10,20,30,40,50,60
arima,0.07910508186575696,0.07910508186575696,0.07910508186575696,0.07910508186575696,0.07910508186575696,0.07910508186575696
da-rnn,0.1405896911321326,0.10429409012136459,0.1166692123553071,0.07436757252314827,0.10026480383026047,0.07075968386295176
deep-ar,0.08336284747572664,0.07325231430535833,0.07349991464142551,0.07142428972596118,0.06963578097685595,0.0713805675086025
deep-state,0.1418846006469584,0.233476158204116,0.18712984468142746,0.255022349525569,0.10408659036209407,0.13773242441173053
lstm,0.07035025893892112,0.0689307946067614,0.07012910898995683,0.06836577825926436,0.07107142408741006,0.07252360183462722
mlp,0.06312605842984027,0.06710240338893135,0.06307813719485009,0.06383319235170279,0.06234776163165651,0.0644050894844292
rf,0.06756859646326649,0.06224396732719678,0.06268905336662962,0.06312050548056145,0.06322708969474296,0.06489936333621757
svr,0.06717328683021331,0.08058588317329442,0.07207081918122078,0.06691818940607805,0.07889030682812093,0.06840153536993748
tft,0.07598600630208265,0.0759851346345753,0.07613965417803863,0.07596905339848578,0.07605214277556624,0.07601937737228989
xgboost,0.06771397189158347,0.06188396813089619,0.06887762894324763,0.08076167390179169,0.0672790925621817,0.06010911634491991
