,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,9.87888765335083,53.567391872406006,199.2001438140869,1785.693659543991,132.4390103816986,0.6253726482391357,3.965818166732788,0.23614048957824707,410.262003660202,1.7416131496429443
