,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,106.85270142555237,84.62160038948059,274.2018530368805,2770.75430226326,469.5909209251404,1.3450496196746826,11.985074996948242,5.501559734344482,529.0414321422577,15.275081634521484
