,10,20,30,40,50,60
arima,0.11977600480953106,0.11977600480953106,0.11977600480953106,0.11977600480953106,0.11977600480953106,0.11977600480953106
da-rnn,0.07651584687860412,0.07707973400051732,0.08107170536546195,0.117713244429533,0.07455175503391863,0.07581470586229787
deep-ar,0.001604904279338095,0.0010487296468512037,0.001089717167910409,0.0014070507424310248,0.0012590561216922628,0.0009664778765590742
deep-state,0.0012548982271422555,0.002626391100956498,0.00179155688863869,0.0013844856255349977,0.002054766253778726,0.0012405800337776448
lstm,0.00561237101559542,0.019407007603045447,0.028027882497889754,0.023834936083390938,0.009636997258208569,0.04272378954645206
tft,0.0010779929646220505,0.0010707550704782808,0.0010711525439427996,0.001090820628763373,0.0009958228328894657,0.00106603744809653
mlp,0.02194049229488235,0.01356005121083339,0.013085477491743864,0.012290952544132549,0.016710759973938304,0.0036491476576887634
rf,0.026442239671881248,0.02885513900939858,0.02409125982969429,0.01753025162214763,0.026939433347814512,0.01963294566291296
svr,0.0013013947519934313,0.0011677496081859006,0.001474934319405516,0.0012185119148581914,0.004211211993211081,0.0044028979924010826
xgboost,0.034459481959030994,0.033881643012736745,0.033795490112153256,0.03272014308100127,0.030527023574093287,0.03383918659581825
