,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,9.98836350440979,76.97035264968872,200.68182110786438,1805.133956670761,99.13724541664124,0.8488571643829346,4.574443101882935,0.3770945072174072,413.30355858802795,2.3173136711120605
