,Time to Fit (s)
arima,397.9890193939209
da-rnn,48.23163294792175
deep-ar,1713.7572026252747
deep-state,6273.168471336365
lstm,378.2823107242584
tft,146.61795663833618
mlp,109.18858337402344
rf,474.4651849269867
svr,88.70277309417725
xgboost,46.83955383300781
