,Time to Fit (s)
arima,12.93758249282837
da-rnn,20.572678089141846
deep-ar,1782.743947982788
deep-state,4.76837158203125e-07
lstm,4.76837158203125e-07
tft,786200.7358107567
mlp,25.754640340805054
rf,247.36438846588135
svr,837.8922476768494
xgboost,2972.5190782546997
