,Time to Fit (s)
arima,37.999887466430664
da-rnn,4.966207504272461
deep-ar,1182.5118489265442
deep-state,5856.598832130432
lstm,290.2356686592102
tft,140.17111039161682
mlp,36.257845878601074
rf,170.04338192939758
svr,21.120474100112915
xgboost,215.32060194015503
