,10,20,30,40,50,60
arima,0.1489330204644756,0.1489330204644756,0.1489330204644756,0.1489330204644756,0.1489330204644756,0.1489330204644756
da-rnn,0.1618569105022631,0.3027970608835486,0.4027295069414682,0.19266277485280536,0.33252156229811547,0.4356502520160268
deep-ar,0.14952619027704464,0.11684199342138547,0.1050198237363761,0.10395178038640993,0.10591753882609914,0.10340711350968293
deep-state,0.11699703173815011,0.08929648085589456,0.09733760882218506,0.12029488818703342,0.13471195631031904,0.10033605082874743
lstm,0.20368170713947203,0.18405410214112775,0.17969730850224477,0.1836553674037141,0.1808332593721708,0.16893116104070038
mlp,0.14181065784834,0.09964683166025531,0.0882381418350244,0.09430468687685617,0.09557463838150164,0.10951230591434938
rf,0.32643912386798046,0.31294455674048155,0.310027220417744,0.31339484433707965,0.3146621559580826,0.31862560591902855
svr,0.08978403417884051,0.09798902808245231,0.09203925597663035,0.1645525187249025,0.12015588105557386,0.1099722935334062
tft,0.11582179669467575,0.11574191206489329,0.11578234146436897,0.116220088564567,0.11560979363023942,0.11582541105510233
xgboost,0.33625227091620913,0.328150538310318,0.3389467450562476,0.3251526356116422,0.3200412526428837,0.31969506859624114
