,10,20,30,40,50,60
arima,0.02218104458467191,0.02218104458467191,0.02218104458467191,0.02218104458467191,0.02218104458467191,0.02218104458467191
da-rnn,0.02619765947733761,0.09168606007971543,0.16219105576131806,0.03711894481398277,0.11057058939317949,0.18979114208162765
deep-ar,0.02235808157876696,0.013652051426683085,0.011029163377619503,0.0108059726455044,0.01121852503097822,0.010693031124404449
deep-state,0.013688305435537704,0.007973861493247145,0.00947461009122072,0.014470860123930873,0.018147311172953304,0.010067323095908989
lstm,0.04148623782324965,0.03387591251497668,0.03229112268295093,0.03372929397619322,0.03270066769516279,0.028537737170559047
mlp,0.020110262679378953,0.00992949105992726,0.007785969674497884,0.008893373966941887,0.009134511501754808,0.011992945146678041
rf,0.1065625015916947,0.09793429559349649,0.09611687739995242,0.09821632845706238,0.09901227239218871,0.10152227674726808
svr,0.0080611727934272,0.00960184962454363,0.008471224640731684,0.027077531418709392,0.014437435752241212,0.012093905344997656
tft,0.013414688589582802,0.01339619020843749,0.013405550594971734,0.013507108985955798,0.013365624383226547,0.01341552584608342
xgboost,0.11306558969630771,0.10768277579335148,0.11488489598422492,0.10572423644519739,0.10242640339322612,0.10220493688475533
