,10,20,30,40,50,60
arima,0.01273624050669372,0.01273624050669372,0.01273624050669372,0.01273624050669372,0.01273624050669372,0.01273624050669372
da-rnn,0.08458183630572473,0.10477681480924707,0.09421206702552855,0.08703868300746645,0.09861706965042728,0.11712581066624812
deep-ar,0.004902585956290862,0.004554261024996202,0.004791805405263337,0.004304936887488299,0.00443726584249511,0.004335911651916643
deep-state,0.049980815956757615,0.15763173304767397,0.046969468836910964,0.020421256866524993,0.018397057443797424,0.025148498276878904
lstm,0.02627834837024487,0.01480756489442707,0.013755494098061503,0.01497914563004357,0.012898899042384507,0.01361466549898689
mlp,0.016385184657742552,0.011077243606170885,0.01201921913328311,0.010460170240132304,0.011222468291531814,0.011164149144533345
rf,0.01947445373121107,0.01869712189534222,0.01964417609884351,0.014791575400798632,0.014702197159147681,0.014039688205271633
svr,0.004397351148207294,0.004483675672648098,0.004554520951029217,0.004533020511778203,0.004554580532623774,0.004571324930712681
tft,0.004547042316816304,0.004547278498726475,0.004547108043967814,0.00454262846386929,0.004547817919457975,0.0045467096475770115
xgboost,0.02488899101120095,0.02462817410710798,0.025101515680935587,0.024935980048193928,0.026221917185809893,0.024675457621823008
