,10,20,30,40,50,60
arima,0.11285495339901443,0.11285495339901443,0.11285495339901443,0.11285495339901443,0.11285495339901443,0.11285495339901443
da-rnn,0.2908295657351995,0.32369246949727926,0.3069398426818007,0.2950231906265446,0.3140335486065578,0.34223648354061864
deep-ar,0.07001846867999087,0.06748526524357892,0.06922286764692241,0.06561201785868423,0.06661280539427168,0.06584763968371715
deep-state,0.22356389680974345,0.39702863001007116,0.21672440757079245,0.14290296311317338,0.13563575282276213,0.15858278051818522
lstm,0.16210597882325276,0.12168633815850927,0.11728381856872458,0.1223893199182166,0.11357332011693815,0.1166818987632053
mlp,0.12800462748565988,0.10524848505404191,0.10963219934527953,0.10227497367456177,0.10593615195735502,0.10566053730950523
rf,0.13955090014475388,0.13673741951398022,0.1401576829818598,0.12162062078775389,0.1212526171228798,0.11848919024650152
svr,0.06631252632955024,0.06696025442490566,0.06748719101451191,0.06732770983613064,0.06748763244197988,0.06761157394050726
tft,0.06739238427486197,0.06743035357219997,0.06743506759481525,0.06739902420561658,0.06742263886430057,0.067393778723232
xgboost,0.1577624512081406,0.15693366148506183,0.15843457855195497,0.15791130437113718,0.16193182882253226,0.15708423734360813
