,1,2,3,4,5,6,7,8,9,10
1,0,125.968443393707,27.4239420890808,27.0561628341675,476.529385566711,35.0233011245728,77.6881251335144,292.870633477753,399.380988438925,88.4225306510925
2,125.968443393707,0,225.351861476898,237.397876262665,357.145030498505,207.240367650986,222.285618782043,433.038471056069,280.270331223805,238.916486740112
3,27.4239420890808,225.351861476898,0,13.1493649482727,494.561612606049,16.2369658946991,73.3389010429382,337.861637633781,417.011220773062,99.626232624054
4,27.0561628341675,237.397876262665,13.1493649482727,0,500.065506458282,32.6903612613678,61.8752436637878,332.135520043581,422.350779215496,92.7195425033569
5,476.529385566711,357.145030498505,494.561612606049,500.065506458282,0,483.074234724045,568.134900093079,833.037515598795,75.7464869817098,594.439916610718
6,35.0233011245728,207.240367650986,16.2369658946991,32.6903612613678,483.074234724045,0,84.7698876857758,349.197654547899,405.288644711178,111.052798032761
7,77.6881251335144,222.285618782043,73.3389010429382,61.8752436637878,568.134900093079,84.7698876857758,0,264.330307069033,488.892174720766,17.7456221580505
8,292.870633477753,433.038471056069,337.861637633781,332.135520043581,833.037515598795,349.197654547899,264.330307069033,0,754.486299259075,238.03321272394
9,399.380988438925,280.270331223805,417.011220773062,422.350779215496,75.7464869817098,405.288644711178,488.892174720766,754.486299259075,0,515.749421437582
10,88.4225306510925,238.916486740112,99.626232624054,92.7195425033569,594.439916610718,111.052798032761,17.7456221580505,238.03321272394,515.749421437582,0
