,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,708.4542059898376,30.876764059066772,277.7485728263855,2805.5304872989655,346.26186203956604,0.9249897003173828,7.728343963623047,2.643293619155884,525.9325315952301,2.2118420600891113
