,Time to Fit (s)
arima,43.21156311035156
da-rnn,60.49467992782593
deep-ar,1263.4368720054626
deep-state,3725.37265086174
lstm,365.2302522659302
tft,164.1026771068573
mlp,53.64688277244568
rf,434.3820972442627
svr,44.839597940444946
xgboost,215.49718260765076
