Time,value
00:00:00,89.27708686640287
00:01:00,264.85939382704606
00:02:00,372.4920792975468
00:03:00,387.5194462155023
00:04:00,332.5202380952381
00:05:00,354.00155677655675
00:06:00,393.6931293563864
00:07:00,376.15571842200507
00:08:00,325.68121288465
00:09:00,363.741352840242
00:10:00,375.1207268801727
00:11:00,369.0698066347349
00:12:00,323.8696670135276
00:13:00,348.368697198755
00:14:00,280.8416214725618
00:15:00,247.81023775727465
00:16:00,240.79842076601923
00:17:00,262.4827896918364
00:18:00,265.46878442893865
00:19:00,243.814612868048
00:20:00,293.08321989291227
00:21:00,339.85004851371616
00:22:00,356.81584389893
00:23:00,346.3106527368515
00:24:00,362.51234841108266
00:25:00,367.4203425934144
00:26:00,352.46370967741933
00:27:00,355.97599071760084
00:28:00,340.7551645658263
00:29:00,377.55556555385584
00:30:00,366.91957524588736
00:31:00,243.88965334744643
00:32:00,245.78480243161093
00:33:00,242.5212009481169
00:34:00,238.80566657784885
00:35:00,240.6452745274528
00:36:00,242.9454058876004
00:37:00,239.787897636396
00:38:00,244.51599859353024
00:39:00,227.1896536606752
00:40:00,239.01131281241777
00:41:00,224.96433891176727
00:42:00,241.3920967317971
00:43:00,235.31155559437508
00:44:00,229.92815718860905
00:45:00,227.8471034300326
00:46:00,221.75385157144115
00:47:00,248.3284812346545
00:48:00,240.00062117312984
00:49:00,237.0017484045808
00:50:00,240.51576359005884
00:51:00,232.11301488404288
00:52:00,219.99366044290056
00:53:00,233.0701860666378
00:54:00,235.4733526306828
00:55:00,236.2640006924608
00:56:00,248.902592971682
00:57:00,217.28343159873532
00:58:00,224.66084809264305
00:59:00,239.87216371264665
01:00:00,211.3633333333333
01:01:00,215.4010712814174
01:02:00,294.5394187474417
01:03:00,334.1685683351378
01:04:00,332.1801044556879
01:05:00,327.7619086593551
01:06:00,318.79895262253496
01:07:00,328.10442301296973
01:08:00,287.1711296036912
01:09:00,263.7892051999342
01:10:00,234.6492034816883
01:11:00,227.4175961378392
01:12:00,235.414619834018
01:13:00,223.3619902120718
01:14:00,214.9599300233256
01:15:00,219.0714344498395
01:16:00,220.8614814814815
01:17:00,217.6753892557268
01:18:00,217.66097005208337
01:19:00,223.8993581303489
01:20:00,223.0126057389285
01:21:00,217.69387250864767
01:22:00,221.33385220383417
01:23:00,219.25977332457293
01:24:00,231.8252467105264
01:25:00,200.0702787300641
01:26:00,204.91464057207372
01:27:00,192.9672385741754
01:28:00,188.88595967139656
01:29:00,220.45977293147104
01:30:00,228.5290633391249
01:31:00,232.6037082818294
01:32:00,224.6893527166409
01:33:00,221.8795751633987
01:34:00,226.6363487649272
01:35:00,199.27414482814928
01:36:00,174.43082810846022
01:37:00,118.23262987012988
01:38:00,118.78660986979584
01:39:00,126.11908646003262
01:40:00,131.94134190437927
01:41:00,132.18430583501006
01:42:00,145.81663026773438
01:43:00,129.04430328202622
01:44:00,150.41928104575163
01:45:00,150.4509382951654
01:46:00,137.7361044369694
01:47:00,156.91129096882764
01:48:00,159.14389359129385
01:49:00,146.10327618127667
01:50:00,143.99265126153344
01:51:00,143.1310367031552
01:52:00,149.32792519181586
01:53:00,154.79583666933547
01:54:00,138.89466624585765
01:55:00,167.75879718490083
