,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,45.524500131607056,55.8264377117157,199.57272672653198,1786.7048995494843,167.8846435546875,0.7463510036468506,4.381572246551514,0.15379881858825684,410.21071910858154,3.3002421855926514
