,10,20,30,40,50,60
arima,0.019960913779071738,0.019960913779071738,0.019960913779071738,0.019960913779071738,0.019960913779071738,0.019960913779071738
da-rnn,0.045434920455914546,0.07648535595601477,0.021208553471920782,0.07816852424207338,0.08447700672668651,0.05173787031165868
deep-ar,0.028037092602441954,0.02169151692335579,0.022332001896316993,0.022772644666700727,0.02425760404255511,0.023350635351102166
deep-state,0.0447180533930861,0.020740484493694315,0.01998486827628084,0.0252788726525595,0.02283132843027571,0.024450788605578228
lstm,0.020554182059191045,0.022848853506666728,0.02536491989776052,0.020806483426940785,0.020676546325364923,0.020405213304128863
mlp,0.020389346757077122,0.02099296687933438,0.021817474678906785,0.02127204874467844,0.022368391108406563,0.021182411390150365
rf,0.02052157487646034,0.022523909200674302,0.024003064101633474,0.024163545605235127,0.026943606073135052,0.033000285625500406
svr,0.02053391760167485,0.02141413603968332,0.021424840686977215,0.024041112657856148,0.023936045499918922,0.02608134197250017
tft,0.03305149024916449,0.03311953074726338,0.03285819523189092,0.03299652916037889,0.032947637910063166,0.03299832022347321
xgboost,0.027217954261999702,0.032672360792408685,0.03570998071648609,0.03591783087223971,0.035137280273883215,0.035748819807190434
