,Time to Fit (s)
arima,299.06302428245544
da-rnn,47.46284508705139
deep-ar,1718.5882728099823
deep-state,6494.640470504761
lstm,396.06156945228577
tft,164.16768193244934
mlp,61.09634590148926
rf,384.14050245285034
svr,50.85639786720276
xgboost,54.11579728126526
