,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,53.93833780288696,10.95103907585144,199.42335152626038,1798.5882849693298,213.573251247406,1.3576650619506836,3.834151029586792,3.525590658187866,414.5955629348755,4.178595781326294
