,Time to Fit (s)
arima,264.0626394748688
da-rnn,52.43490028381348
deep-ar,1317.7892994880676
deep-state,2.384185791015625e-07
lstm,341.0259156227112
tft,180.95200991630554
mlp,49.021798610687256
rf,447.34148383140564
svr,27.632323741912842
xgboost,200.02729177474976
