,Time to Fit (s)
arima,50.975783586502075
da-rnn,102.11644339561462
deep-ar,1240.1922335624695
deep-state,1.1920928955078125e-06
lstm,453.327250957489
tft,501668.6316931248
mlp,16.299028873443604
rf,409.75743341445923
svr,255.86443090438843
xgboost,188.3457477092743
