,Time to Fit (s)
arima,129.20471286773682
da-rnn,102.76223349571228
deep-ar,2178.311104297638
deep-state,4.76837158203125e-07
lstm,473.8556637763977
tft,138.66393423080444
mlp,20.341938972473145
rf,505.3624234199524
svr,260.6076331138611
xgboost,1594.4468829631805
