,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,6.788970232009888,2.340885639190674,146.2831461429596,1191.1365118026733,158.62178111076355,0.7337424755096436,3.3172953128814697,0.0474696159362793,328.5840618610382,1.5871202945709229
