,Time to Fit (s)
arima,62.24666118621826
da-rnn,52.816689252853394
deep-ar,1958.694396018982
deep-state,6229.097421646118
lstm,376.2023561000824
tft,151.21220684051514
mlp,57.56376791000366
rf,342.3045675754547
svr,85.18045830726624
xgboost,56.861884117126465
