,Time to Fit (s)
arima,30.911638259887695
da-rnn,105.95645904541016
deep-ar,2288.0514256954193
deep-state,6754.970538854599
lstm,387.37505531311035
tft,736014.2434659004
mlp,20.39400362968445
rf,508.4908769130707
svr,213.31395936012268
xgboost,2794.740921974182
