,Time to Fit (s)
arima,37.8516800403595
da-rnn,131.30632138252258
deep-ar,1237.4648706912994
deep-state,4689.189088582993
lstm,519.8119893074036
tft,495238.22772049904
mlp,23.459818601608276
rf,411.72360277175903
svr,139.7004623413086
xgboost,1922.075974702835
