,10,20,30,40,50,60
arima,0.1410727446349893,0.1410727446349893,0.1410727446349893,0.1410727446349893,0.1410727446349893,0.1410727446349893
da-rnn,0.16562987578022673,0.16508302230342362,0.11913895884484672,0.1530470188132412,0.17522878597156435,0.1804613817032897
deep-ar,0.0009040889464956423,0.0010313182926607798,0.0009637495302006005,0.0009649615942222673,0.0009922984116456813,0.0009407488883977663
deep-state,0.0020614171105483056,0.001746148079458516,0.0015362612639730697,0.0019059240296569954,0.0038681929548613284,0.0010422457253681963
lstm,0.021573564231631384,0.012263268146849946,0.010925470877153448,0.019491410775039093,0.01444564454956694,0.014458068237918481
mlp,0.003322391711316646,0.002088143654029498,0.004509616283919013,0.009330607751444807,0.005940573648947262,0.0036118905845049353
rf,0.015264825281585686,0.01629332985056734,0.017329657774160633,0.017446973977046618,0.017341758405251328,0.01628425060354202
svr,0.0017265709403253677,0.0017915725403897258,0.001532191285501628,0.001408326554115014,0.001360009747720792,0.0014038974167003466
tft,0.0009369081240218519,0.0009379559625171322,0.0009381987354614196,0.0009378894908643847,0.0009381916651310326,0.0009429675468650761
xgboost,0.04054295016619076,0.04598328147082125,0.04411895589974914,0.04584354109990435,0.050723753281466326,0.04451792199505125
