,10,20,30,40,50,60
arima,0.3325874730464889,0.3325874730464889,0.3325874730464889,0.3325874730464889,0.3325874730464889,0.3325874730464889
da-rnn,0.365480018439284,0.3656803981607237,0.3023584974042489,0.34932696820549536,0.37949231296841224,0.38456278895220597
deep-ar,0.02368607028979196,0.02567416138072744,0.024569456899676115,0.02425741276607403,0.02507894755210522,0.024001910483611253
deep-state,0.035881933056637866,0.03279654035351576,0.030836661505523482,0.0353097356373701,0.0526442069286734,0.02528929879721931
lstm,0.11422969742172585,0.08865911471259563,0.08842097048566322,0.1252593411707585,0.09126246049314819,0.10459940540621017
tft,0.023814029810580655,0.023832676302553295,0.023837134387218503,0.023831446296924696,0.023837005723707463,0.023958712941444735
mlp,0.04863264328530034,0.03535483644658853,0.057957648224192714,0.08905133827440004,0.06872893038164476,0.04989545403698586
rf,0.09133328623180967,0.09450394039628349,0.09754627881543791,0.09785017357591101,0.09771108340367449,0.09501458398306942
svr,0.03516137080670317,0.03635250884056287,0.032386339923042205,0.03171199359917907,0.03112047732954522,0.0320512587963575
xgboost,0.156730081106169,0.16811434505852513,0.1648577841614457,0.16797515665492918,0.17816519686267243,0.16518678661779404
