,10,20,30,40,50,60
arima,0.11068142749034535,0.11068142749034535,0.11068142749034535,0.11068142749034535,0.11068142749034535,0.11068142749034535
da-rnn,0.1924826742851809,0.08823873893074007,0.12099906746683364,0.07967324465799161,0.08774823055476441,0.1287877794897709
deep-ar,0.002371144553532172,0.0022888036494123085,0.00229498712744841,0.002431547824855203,0.00234505776841441,0.002736393620978444
deep-state,0.004267190381870593,0.006415206813479097,0.012810107930658787,0.01581759076110715,0.007875544999380939,0.01017472626873485
lstm,0.02023792216033626,0.05889939760786637,0.07717617733156262,0.08460564521090354,0.053849893998607755,0.024957648321671876
mlp,0.010523134593058783,0.008960601730870918,0.008190910528884038,0.00924554432006983,0.01014291470783239,0.01565822958602313
rf,0.006431101690344097,0.006241059348943468,0.006859150759813144,0.0060386266618964336,0.007372500939374333,0.00730683632057623
svr,0.002531712352255152,0.002708164280612413,0.0020493421020186977,0.002609637683303181,0.0026826961866020537,0.0021675455736915508
tft,0.002162981956333185,0.002159736514675712,0.0021616547034904463,0.0021485818206612296,0.0021464654649187807,0.0021754205120948834
xgboost,0.005780998820788646,0.005633578535301505,0.005670961981317772,0.006097074152461436,0.0061844342776429095,0.006067491059889778
