,Time to Fit (s)
arima,48.17876935005188
da-rnn,104.15166926383972
deep-ar,1228.3907086849213
deep-state,4680.5600938797
lstm,675.333532333374
tft,772333.0539340973
mlp,21.356834411621094
rf,380.29153990745544
svr,222.5037808418274
xgboost,2112.880837202072
