,Time to Fit (s)
arima,232.40448093414307
da-rnn,55.09301567077637
deep-ar,1943.374018907547
deep-state,7.152557373046875e-07
lstm,408.3843584060669
tft,137.2071075439453
mlp,54.808300256729126
rf,334.0299687385559
svr,96.47107172012329
xgboost,52.150007486343384
