,Time to Fit (s)
arima,1305.783770084381
da-rnn,23.759180307388306
deep-ar,1270.701247215271
deep-state,6122.794653177261
lstm,291.1820478439331
tft,157.57402563095093
mlp,45.05572319030762
rf,262.1136043071747
svr,178.2063307762146
xgboost,209.4308750629425
