,Time to Fit (s)
arima,8.488519191741943
da-rnn,105.16631531715393
deep-ar,2288.655818939209
deep-state,6487.971814393997
lstm,382.89406156539917
tft,758075.5079317093
mlp,19.62679672241211
rf,531.6457664966583
svr,168.15568375587463
xgboost,2671.156640768051
