,10,20,30,40,50,60
arima,0.12079441674775054,0.12079441674775054,0.12079441674775054,0.12079441674775054,0.12079441674775054,0.12079441674775054
da-rnn,0.07894325355763646,0.08674277829372944,0.06031035482169957,0.09570335201373435,0.06341486616896236,0.059565385121153176
deep-ar,0.05226565505660854,0.05499476895246756,0.06536530185690119,0.05622365293386953,0.05540707802201799,0.05301041213191479
deep-state,0.07699164637278143,0.051067015171178017,0.04987910940471419,0.06875016635202504,0.06004202042017869,0.08230264722667159
lstm,0.05529576680972704,0.05320420409172135,0.05695448801261436,0.0700015330176014,0.050169066314838896,0.08004586372566706
mlp,0.05133218350901426,0.054497260026502854,0.057516594886432924,0.04977895888663716,0.05051967804493024,0.06725694497955981
rf,0.05351860425259078,0.05319101780757564,0.05301312097824655,0.05299786897494557,0.0533224088038743,0.05338234030018819
svr,0.05049813995834838,0.04992359319033172,0.05081228585749623,0.04998054503549995,0.04957453449251917,0.049507974284205454
tft,0.06808270185989944,0.06807101380865771,0.06808553893241133,0.06809680722570349,0.0680704453215765,0.0680707023602758
xgboost,0.06645106820252307,0.06538054049434053,0.05929730710211806,0.06316421495414916,0.057662517602709004,0.05880461757917814
