,Time to Fit (s)
arima,172.2947597503662
da-rnn,81.2714262008667
deep-ar,1234.2948141098022
deep-state,4807.858329534531
lstm,321.1850600242615
tft,325879.32789611816
mlp,38.50562620162964
rf,388.8564133644104
svr,438.65723276138306
xgboost,2636.6098914146423
