,Time to Fit (s)
arima,141.55661821365356
da-rnn,13.418636798858643
deep-ar,1933.8292834758759
deep-state,2.384185791015625e-07
lstm,372.9500951766968
tft,150.84711909294128
mlp,46.913708448410034
rf,256.5519742965698
svr,166.9316680431366
xgboost,37.67889404296875
