,1,2,3,4,5,6,7,8,9,10
1,0,221.528995325124,237.758706532056,66.6519002473756,242.472528119473,153.152943503594,369.2528926206,23.2856302318364,350.411858062383,29.9981731390077
2,221.528995325124,0,11.2305978205596,206.654651226087,111.84396516473,51.4165802889865,95.2478050794323,253.774834265785,101.959425236574,198.306668601905
3,237.758706532056,11.2305978205596,0,199.361729446769,111.427292151872,44.8884960730815,88.9195405958681,253.044107976874,85.3369848513027,210.00900481468
4,66.6519002473756,206.654651226087,199.361729446769,0,230.832400411002,202.182124269752,353.430462860516,31.6170511256233,352.962443682491,116.684896521874
5,242.472528119473,111.84396516473,111.427292151872,230.832400411002,0,127.097097989721,73.4117108050043,270.740320264447,86.4196751817102,247.496254326833
6,153.152943503594,51.4165802889865,44.8884960730815,202.182124269752,127.097097989721,0,114.193727922451,176.365890094747,103.91616841987,148.034235511673
7,369.2528926206,95.2478050794323,88.9195405958681,353.430462860516,73.4117108050043,114.193727922451,0,421.469044051581,22.7567616181827,331.692024219663
8,23.2856302318364,253.774834265785,253.044107976874,31.6170511256233,270.740320264447,176.365890094747,421.469044051581,0,402.531342826724,53.6784321799153
9,350.411858062383,101.959425236574,85.3369848513027,352.962443682491,86.4196751817102,103.91616841987,22.7567616181827,402.531342826724,0,313.065322994778
10,29.9981731390077,198.306668601905,210.00900481468,116.684896521874,247.496254326833,148.034235511673,331.692024219663,53.6784321799153,313.065322994778,0
