,Time to Fit (s)
arima,2.384185791015625e-07
da-rnn,107.22492814064026
deep-ar,2164.2178058624268
deep-state,9606.648534536362
lstm,2.384185791015625e-07
tft,526423.0725157261
mlp,22.279294967651367
rf,525.627525806427
svr,160.28048658370972
xgboost,334.54433965682983
