,Time to Fit (s)
arima,7.152557373046875e-07
da-rnn,7.152557373046875e-07
deep-ar,1582.919459104538
deep-state,5583.086724996567
lstm,391.1622483730316
tft,151.40947604179382
mlp,53.88285565376282
rf,313.88902711868286
svr,125.22758674621582
xgboost,506.1583604812622
