,10,20,30,40,50,60
arima,0.013479570802830798,0.013479570802830798,0.013479570802830798,0.013479570802830798,0.013479570802830798,0.013479570802830798
da-rnn,0.06271827252839611,0.09356484896062217,0.06931681515955898,0.08449464269997367,0.08332497144325782,0.0739975259531832
deep-ar,0.03712503643192176,0.018279002883991122,0.017551384364515272,0.017981519784649798,0.01579876779688508,0.016016128098376665
deep-state,0.04178481003845288,0.036821768438084476,0.02843587916525435,0.018922730234526966,0.014591907620186487,0.03817011020189996
lstm,0.0160733055820994,0.021804558142073834,0.016259084847757913,0.030411171854569142,0.017474417678577107,0.013585683370841439
mlp,0.0312915572546104,0.022306820397179874,0.013727285238405124,0.013911974150200759,0.014424004871466544,0.013882938180592466
rf,0.022320341722331615,0.01759903249760513,0.018784090821929455,0.01978839730781782,0.017708255915206802,0.02040976307340887
svr,0.018683890190559757,0.01597873377932586,0.015689798986756376,0.01796410488774582,0.021654613869887845,0.01774973026116167
tft,0.02505435999863497,0.02499917913449976,0.024964917172678996,0.02503263454179031,0.02496490273829471,0.025015177946545234
xgboost,0.06134611568782245,0.06200931834624677,0.05782587357617621,0.05574977510872673,0.07284048012396757,0.0742261434402923
