,Time to Fit (s)
arima,770.8672640323639
da-rnn,31.39933443069458
deep-ar,1247.4585890769958
deep-state,5201.771813154221
lstm,358.7970368862152
tft,166.33272290229797
mlp,53.14120006561279
rf,346.284583568573
svr,78.38390302658081
xgboost,228.68177890777588
