,Time to Fit (s)
arima,71.9784095287323
da-rnn,99.2342140674591
deep-ar,1236.199367761612
deep-state,5643.984315156937
lstm,388.781631231308
tft,534238.4631221294
mlp,19.879704475402832
rf,396.13441348075867
svr,206.9654417037964
xgboost,194.6161642074585
