,Time to Fit (s)
arima,85.7487440109253
da-rnn,47.10727000236511
deep-ar,1788.6166641712189
deep-state,6459.774411439896
lstm,353.30120182037354
tft,125.84196400642395
mlp,49.751527309417725
rf,429.9015281200409
svr,37.26880145072937
xgboost,59.06900978088379
