,Time to Fit (s)
arima,178.81304955482483
da-rnn,105.43840050697327
deep-ar,1494.4596257209778
deep-state,7486.234439373016
lstm,529.720784664154
tft,147.33324575424194
mlp,17.326930284500122
rf,473.4282112121582
svr,251.59269213676453
xgboost,2101.684159040451
