,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,44.925270080566406,10.880311012268066,198.1230821609497,1733.3618755340576,111.75409936904907,2.0778541564941406,4.89387845993042,0.31058716773986816,410.94340801239014,7.247894763946533
