,10,20,30,40,50,60
arima,0.09563002044911972,0.09563002044911972,0.09563002044911972,0.09563002044911972,0.09563002044911972,0.09563002044911972
da-rnn,0.1240339131882292,0.11554395245673493,0.10382225768898226,0.09690896983452647,0.1096246028310511,0.1322020531259272
deep-ar,0.06536683265087422,0.06582458878627452,0.0659175794025959,0.06455684963524742,0.06580815734173451,0.06563255691882616
deep-state,0.1406309895953199,0.10192545615244458,0.09395594550891846,0.10239576765424113,0.1010751213224613,0.09591587189297965
lstm,0.07735688925877489,0.08961964366750162,0.08924268879450582,0.08888067506012148,0.0859345522516323,0.09212410146474315
mlp,0.07250246680677498,0.0760277164880195,0.07470941601287985,0.07529421441354324,0.07695131153769821,0.07729976587093212
rf,0.06129513274294175,0.06175140014186872,0.06182118740798787,0.06236943510952669,0.062269967534500495,0.06167775597048767
svr,0.06572276071343275,0.06559177766361582,0.06588448681911292,0.06383724705423764,0.0654841168932023,0.06359303689140511
tft,0.0704888044615868,0.07045240606344755,0.0704543438913008,0.0704645035474684,0.07045068773187628,0.07045985416926104
xgboost,0.07214608370020716,0.07316921298156978,0.08175732185289487,0.07131076288443182,0.0699721298999454,0.07120378285956769
