,10,20,30,40,50,60
arima,0.05801541947129662,0.024329693811325333,0.024329693811325333,0.024329693811325333,0.024329693811325333,0.024329693811325333
da-rnn,0.050699632182379356,0.2826494110301035,0.19484086861024885,0.24406794520574884,0.19659086345690727,0.23433639511918858
deep-ar,0.002579321637030327,0.001980807321334822,0.001027877681785146,0.0009578662560012229,0.0009323571299410278,0.001031722286733925
deep-state,0.0015407876806513433,0.006361393786191373,0.037205409560796585,0.023544968002106356,0.006250872507355756,0.03230268093559429
lstm,0.008738991370786342,0.016175288295487637,0.010655487127354254,0.006257440197750023,0.003821952696437004,0.0034484401369900297
mlp,0.0062309723062546635,0.010975408571246556,0.012814828906799006,0.002903731011735373,0.017993976711149665,0.012990975911453411
rf,0.1704059666834837,0.1700819318153396,0.16911588519702866,0.17054684490622402,0.17105264775764853,0.17352549479563043
svr,0.000655437686309541,0.0005968267958273163,0.0004974627336986389,0.0004126412663784274,0.0009315224822110832,0.00041292131623780185
tft,0.0007245229454423294,0.0007245029831841175,0.0007245173927334717,0.0007245025380471543,0.0007245561971906951,0.0007245609579084489
xgboost,0.1730300441912466,0.1968159085959144,0.17871546174694627,0.19418970325023863,0.17965915919978573,0.18077148416306865
