,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,3.4592342376708984,22.384631633758545,275.67154693603516,2772.166553258896,132.04378366470337,1.6381950378417969,48.56959891319275,4.433189153671265,525.4040961265564,3.4785022735595703
