,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,252.99705505371094,21.962932109832764,274.766104221344,2749.8800370693207,110.89207220077515,0.83304762840271,18.779096126556396,4.292316436767578,538.0373663902283,1.3235793113708496
