,10,20,30,40,50,60
arima,0.08003994548653391,0.08003994548653391,0.08003994548653391,0.08003994548653391,0.08003994548653391,0.08003994548653391
da-rnn,0.07944354313150707,0.08014685404461896,0.08191231653389694,0.07707085651700009,0.08029160182162727,0.06806496370692916
deep-ar,0.023412465330027384,0.02168895437629672,0.021372747087758315,0.020543350158851864,0.022421875607561398,0.0208173973535598
deep-state,0.20836086697101702,0.13350564243635296,0.24886378271628443,0.25942748784031633,0.2467754506234192,0.23003433433102527
lstm,0.09174111828074732,0.01860413757903137,0.05189760242690443,0.0510337756221443,0.031207293955655566,0.03493595458662583
mlp,0.04177570081810223,0.03270426914747868,0.025544290982557172,0.041397076875785484,0.024687033486257472,0.020962916923497086
rf,0.04286874717784773,0.00627329477059783,0.004929932877856865,0.0045163084060954265,0.004923388657186776,0.004884674044531095
svr,0.0284275181951848,0.007760047586792349,0.004890857247539174,0.005369426741185512,0.005302739774541316,0.0044013032579242805
tft,0.02059570775317236,0.020603365833786746,0.02061545624913544,0.020599748473938213,0.02060870248421197,0.020612267453131293
xgboost,0.03649854917910651,0.019299819474336736,0.014514949545038886,0.01809288255862463,0.0181924032961441,0.012947322093266251
