,10,20,30,40,50,60
arima,0.26858911190461665,0.26858911190461665,0.26858911190461665,0.26858911190461665,0.26858911190461665,0.26858911190461665
da-rnn,0.26973418137271055,0.2711455193259905,0.2745130480497879,0.26488581825114704,0.2713313380113188,0.2451712939044445
deep-ar,0.08417554907474264,0.07564868408235229,0.07595008805215106,0.07815305654902809,0.07369476778780554,0.07041348197514832
deep-state,0.3605492428104462,0.3055768174173073,0.44923322366042034,0.4623660993630739,0.44153428777474724,0.43144126887681467
lstm,0.24641617244415534,0.11559022869287722,0.19715173187866614,0.18326871823541957,0.12415024967566417,0.16181501317761318
tft,0.07259106945693175,0.0725974734827837,0.07260754237446679,0.0725944515213205,0.07260192412678448,0.0726048915825537
mlp,0.17312649471699207,0.14971840946013804,0.12565433526563452,0.1667647438016821,0.12264001010952832,0.11281206488098217
rf,0.16445969456534673,0.04585198065539606,0.041410068686380135,0.041387772397386155,0.04341331383612808,0.0429368329481113
svr,0.13475702226293232,0.06103802361487338,0.04185402454090381,0.04567667088425015,0.04580854399652997,0.039349325553346456
xgboost,0.1682604865412131,0.11437051993143266,0.11012850201927714,0.09698729084442055,0.12343021022313744,0.10332556271179154
