,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,21.817399501800537,232.21957516670227,274.2433078289032,2802.355503797531,129.15976095199585,1.162609338760376,63.71192169189453,1.762174129486084,527.7595384120941,15.385579824447632
