,arima,da-rnn,deep-ar,deep-state,lstm,mlp,rf,svr,tft,xgboost
costs,2.653759002685547,161.21320343017578,276.2999291419983,2809.936631679535,88.54067635536194,1.2065436840057373,5.106308698654175,0.6362383365631104,530.4228646755219,2.4970943927764893
