,10,20,30,40,50,60
arima,0.1339344761314327,0.1339344761314327,0.13625202556889934,0.13625202556889934,0.13625202556889934,0.13625202556889934
da-rnn,0.13360380593729412,0.2118150788824154,0.1029141828782479,0.15997445944806468,0.14605027572897875,0.1333273659165306
deep-ar,0.0745478165030134,0.07730064877299235,0.06763199056069714,0.08322308890124579,0.08773461278035807,0.08691696090014638
deep-state,0.13934011505641564,0.12238417753372537,0.07202639077106497,0.08465185288690047,0.14207132032128303,0.11448349801175739
lstm,0.13407702346797815,0.12993522945833602,0.1301645095616727,0.12701395434115545,0.129842240342332,0.12801372833479208
tft,0.08524540170220153,0.08552328907585621,0.0856159909105956,0.0853209664395768,0.08519570420592237,0.0848847633086326
mlp,0.1534755253384564,0.1299227294834674,0.13279051070168568,0.11753300623789449,0.13649465025587385,0.15240949098601508
rf,0.11863908812469666,0.11717731211717071,0.12089300781694033,0.11821373280406366,0.10680190896997623,0.10361352985241448
svr,0.12197948927346933,0.1111962171076464,0.14536824219252714,0.1166141835862224,0.11670807203914253,0.11551019992995204
xgboost,0.12997433100840936,0.1299364603845607,0.1301665781137766,0.13000590295657638,0.13008347749865087,0.1312234461323026
